day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;111000;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;867.0
-1;111100;BANANAS;4928;20;;;;;4930;5;4935;21;;;4929.0;447.75390625
-1;111100;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;867.0
-1;111200;PEARLS;9998;6;9996;1;9995;20;10004;1;10005;20;;;10001.0;867.0
-1;111200;BANANAS;4933;1;4929;6;4928;21;4934;1;4935;20;;;4933.5;457.0
-1;111300;BANANAS;4928;30;;;;;4929;1;4933;4;4935;30;4928.5;458.494140625
-1;111300;PEARLS;9996;1;9995;29;;;10002;4;10004;1;10005;29;9999.0;867.0
-1;111400;BANANAS;4928;21;;;;;4935;21;;;;;4931.5;461.0
-1;111400;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;867.0
-1;111500;BANANAS;4928;24;;;;;4935;24;;;;;4931.5;461.0
-1;111500;PEARLS;10002;5;9996;1;9995;23;10004;1;10005;23;;;10003.0;869.0
-1;111600;PEARLS;9996;1;9995;24;;;10002;1;10004;1;10005;24;9999.0;879.0
-1;111600;BANANAS;4928;25;;;;;4933;1;4935;25;;;4930.5;461.0
-1;111700;BANANAS;4928;20;;;;;4935;20;;;;;4931.5;461.0
-1;111700;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;879.0
-1;111800;BANANAS;4930;2;4929;23;;;4936;25;;;;;4933.0;461.0
-1;111800;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;879.0
-1;111900;BANANAS;4930;24;;;;;4936;24;;;;;4933.0;461.0
-1;111900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;879.0
-1;112000;BANANAS;4930;24;;;;;4936;1;4937;23;;;4933.0;461.0
-1;112000;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;879.0
-1;112100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;879.0
-1;112100;BANANAS;4929;25;;;;;4936;25;;;;;4932.5;461.0
-1;112200;BANANAS;4929;20;;;;;4936;20;;;;;4932.5;461.0
-1;112200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;879.0
-1;112300;BANANAS;4929;26;;;;;4936;27;;;;;4932.5;461.0
-1;112300;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;879.0
-1;112400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;879.0
-1;112400;BANANAS;4929;28;;;;;4935;28;;;;;4932.0;461.0
-1;112500;PEARLS;9998;9;9996;1;9995;24;10004;1;10005;24;;;10001.0;879.0
-1;112500;BANANAS;4929;10;4928;24;;;4930;3;4935;25;;;4929.5;461.0
-1;112600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;879.0
-1;112600;BANANAS;4928;29;;;;;4935;29;;;;;4931.5;466.2822265625
-1;112700;BANANAS;4928;22;;;;;4931;1;4934;1;4935;21;4929.5;464.7578125
-1;112700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;879.0
-1;112800;PEARLS;9995;27;;;;;10002;5;10005;27;;;9998.5;879.0
-1;112800;BANANAS;4928;27;;;;;4933;5;4935;27;;;4930.5;465.986328125
-1;112900;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;879.0
-1;112900;BANANAS;4928;2;4927;23;;;4934;25;;;;;4931.0;463.767578125
-1;113000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;879.0
-1;113000;BANANAS;4928;30;;;;;4935;30;;;;;4931.5;466.326171875
-1;113100;BANANAS;4928;22;;;;;4933;9;4935;22;;;4930.5;466.6015625
-1;113100;PEARLS;9995;22;;;;;10002;9;10005;22;;;9998.5;879.0
-1;113200;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;879.0
-1;113200;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;466.3828125
-1;113300;PEARLS;9996;2;9995;20;;;10002;2;10004;2;10005;20;9999.0;879.0
-1;113300;BANANAS;4928;22;;;;;4933;2;4935;22;;;4930.5;466.455078125
-1;113400;PEARLS;10002;1;9995;29;;;10005;29;;;;;10003.5;879.0
-1;113400;BANANAS;4928;29;;;;;4935;29;;;;;4931.5;466.021484375
-1;113500;PEARLS;9998;3;9996;1;9995;28;10004;1;10005;28;;;10001.0;881.0
-1;113500;BANANAS;4934;1;4929;3;4928;29;4935;29;;;;;4934.5;466.232421875
-1;113600;BANANAS;4928;24;;;;;4933;3;4935;24;;;4930.5;467.15234375
-1;113600;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;881.0
-1;113700;PEARLS;9996;1;9995;26;;;10002;8;10004;1;10005;26;9999.0;881.0
-1;113700;BANANAS;4928;27;;;;;4933;8;4934;1;4935;26;4930.5;467.4599609375
-1;113800;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;881.0
-1;113800;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;468.82421875
-1;113900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;881.0
-1;113900;BANANAS;4927;21;;;;;4932;1;4934;21;;;4929.5;465.68359375
-1;114000;BANANAS;4927;2;4926;25;;;4933;27;;;;;4930.0;463.458984375
-1;114000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;881.0
-1;114100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;881.0
-1;114100;BANANAS;4932;1;4927;30;;;4934;30;;;;;4933.0;465.5625
-1;114200;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;881.0
-1;114200;BANANAS;4928;1;4927;30;;;4934;31;;;;;4931.0;467.435546875
-1;114300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;881.0
-1;114300;BANANAS;4932;8;4927;21;;;4934;21;;;;;4933.0;466.6201171875
-1;114400;BANANAS;4927;2;4926;25;;;4933;27;;;;;4930.0;482.287109375
-1;114400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;881.0
-1;114500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;881.0
-1;114500;BANANAS;4926;27;;;;;4927;1;4933;27;;;4926.5;484.25
-1;114600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;881.0
-1;114600;BANANAS;4926;28;;;;;4932;1;4933;27;;;4929.0;488.904296875
-1;114700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;881.0
-1;114700;BANANAS;4930;4;4926;30;;;4933;30;;;;;4931.5;487.47265625
-1;114800;BANANAS;4926;21;;;;;4933;21;;;;;4929.5;488.552734375
-1;114800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;881.0
-1;114900;PEARLS;9996;2;9995;25;;;10002;3;10004;2;10005;25;9999.0;881.0
-1;114900;BANANAS;4926;2;4925;25;;;4930;3;4932;27;;;4928.0;490.7890625
-1;115000;PEARLS;9996;2;9995;28;;;10002;4;10004;2;10005;28;9999.0;881.0
-1;115000;BANANAS;4929;5;4925;30;;;4930;4;4931;2;4932;28;4929.5;488.5400390625
-1;115100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;881.0
-1;115100;BANANAS;4925;26;;;;;4931;2;4932;25;;;4928.0;481.3359375
-1;115200;BANANAS;4926;5;4925;28;;;4932;28;;;;;4929.0;481.5947265625
-1;115200;PEARLS;9998;5;9996;2;9995;26;10004;2;10005;26;;;10001.0;881.0
-1;115300;PEARLS;10002;11;9996;2;9995;28;10004;2;10005;28;;;10003.0;881.0
-1;115300;BANANAS;4926;30;;;;;4932;30;;;;;4929.0;482.9580078125
-1;115400;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;881.0
-1;115400;BANANAS;4926;9;4925;29;;;4931;1;4932;28;;;4928.5;481.4052734375
-1;115500;PEARLS;9996;2;9995;23;;;9998;4;10004;2;10005;23;9997.0;881.0
-1;115500;BANANAS;4925;25;;;;;4931;2;4932;23;;;4928.0;481.50390625
-1;115600;BANANAS;4924;31;;;;;4931;31;;;;;4927.5;480.2587890625
-1;115600;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;889.0
-1;115700;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;889.0
-1;115700;BANANAS;4926;5;4925;31;;;4931;1;4932;30;;;4928.5;481.2470703125
-1;115800;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;889.0
-1;115800;BANANAS;4924;30;;;;;4931;30;;;;;4927.5;479.7177734375
-1;115900;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;889.0
-1;115900;BANANAS;4927;6;4925;9;4924;28;4931;28;;;;;4929.0;479.865234375
-1;116000;BANANAS;4925;1;4924;29;;;4929;4;4931;30;;;4927.0;480.46875
-1;116000;PEARLS;9996;1;9995;29;;;10002;4;10004;1;10005;29;9999.0;889.0
-1;116100;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;889.0
-1;116100;BANANAS;4927;2;4924;28;;;4931;28;;;;;4929.0;474.48828125
-1;116200;PEARLS;9998;1;9995;26;;;10005;26;;;;;10001.5;889.0
-1;116200;BANANAS;4925;1;4924;26;;;4931;26;;;;;4928.0;472.541015625
-1;116300;PEARLS;9996;2;9995;24;;;9998;1;10002;10;10004;2;9997.0;889.0
-1;116300;BANANAS;4924;26;;;;;4929;10;4931;26;;;4926.5;473.3125
-1;116400;BANANAS;4925;2;4924;29;;;4929;2;4931;31;;;4927.0;476.17578125
-1;116400;PEARLS;9996;2;9995;29;;;9998;1;10002;2;10004;2;9997.0;894.0
-1;116500;BANANAS;4930;1;4925;29;;;4931;2;4932;27;;;4930.5;477.95703125
-1;116500;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;896.0
-1;116600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;896.0
-1;116600;BANANAS;4925;29;;;;;4932;30;;;;;4928.5;480.650390625
-1;116700;BANANAS;4926;23;;;;;4932;1;4933;22;;;4929.0;484.6484375
-1;116700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;896.0
-1;116800;BANANAS;4926;30;;;;;4927;2;4933;30;;;4926.5;485.109375
-1;116800;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;896.0
-1;116900;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;896.0
-1;116900;BANANAS;4926;29;;;;;4933;29;;;;;4929.5;490.3046875
-1;117000;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;896.0
-1;117000;BANANAS;4926;21;;;;;4932;21;;;;;4929.0;487.953125
-1;117100;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;896.0
-1;117100;BANANAS;4925;24;;;;;4926;5;4930;4;4932;26;4925.5;487.46875
-1;117200;BANANAS;4926;23;;;;;4932;1;4933;22;;;4929.0;505.47265625
-1;117200;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;896.0
-1;117300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;896.0
-1;117300;BANANAS;4931;1;4925;29;;;4932;29;;;;;4931.5;501.7421875
-1;117400;PEARLS;9996;2;9995;30;;;10002;1;10004;2;10005;30;9999.0;896.0
-1;117400;BANANAS;4926;2;4925;30;;;4932;32;;;;;4929.0;502.68359375
-1;117500;PEARLS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;896.0
-1;117500;BANANAS;4926;1;4925;22;;;4930;10;4932;23;;;4928.0;504.375
-1;117600;BANANAS;4926;5;4925;22;;;4932;23;;;;;4929.0;502.32421875
-1;117600;PEARLS;9998;4;9996;1;9995;22;10004;1;10005;22;;;10001.0;896.0
-1;117700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;896.0
-1;117700;BANANAS;4925;24;;;;;4931;24;;;;;4928.0;493.890625
-1;117800;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;896.0
-1;117800;BANANAS;4925;26;;;;;4930;5;4931;1;4932;25;4927.5;494.5390625
-1;117900;BANANAS;4925;31;;;;;4932;31;;;;;4928.5;498.2578125
-1;117900;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;896.0
-1;118000;BANANAS;4930;1;4925;30;;;4931;1;4932;29;;;4930.5;497.10546875
-1;118000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;898.0
-1;118100;BANANAS;4926;4;4925;20;;;4932;20;;;;;4929.0;500.3828125
-1;118100;PEARLS;10002;1;9998;4;9995;20;10005;20;;;;;10003.5;898.0
-1;118200;PEARLS;9996;1;9995;25;;;10002;7;10004;1;10005;25;9999.0;903.0
-1;118200;BANANAS;4925;1;4924;25;;;4929;7;4931;26;;;4927.0;494.34375
-1;118300;BANANAS;4925;23;;;;;4930;3;4932;23;;;4927.5;497.85546875
-1;118300;PEARLS;10002;2;9995;23;;;10005;23;;;;;10003.5;903.0
-1;118400;BANANAS;4925;28;;;;;4931;28;;;;;4928.0;495.88671875
-1;118400;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;907.0
-1;118500;BANANAS;4926;10;4925;28;;;4931;28;;;;;4928.5;495.8046875
-1;118500;PEARLS;9998;10;9995;28;;;10005;28;;;;;10001.5;907.0
-1;118600;PEARLS;9998;7;9996;2;9995;28;10004;2;10005;28;;;10001.0;907.0
-1;118600;BANANAS;4924;30;;;;;4925;6;4931;30;;;4924.5;492.19140625
-1;118700;BANANAS;4925;29;;;;;4931;2;4932;27;;;4928.0;518.0546875
-1;118700;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;907.0
-1;118800;BANANAS;4925;24;;;;;4932;24;;;;;4928.5;519.4765625
-1;118800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;907.0
-1;118900;BANANAS;4926;28;;;;;4932;1;4933;27;;;4929.0;533.2734375
-1;118900;PEARLS;10002;3;9996;1;9995;27;10004;1;10005;27;;;10003.0;907.0
-1;119000;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;913.0
-1;119000;BANANAS;4926;27;;;;;4932;27;;;;;4929.0;530.1796875
-1;119100;BANANAS;4926;25;;;;;4933;25;;;;;4929.5;532.890625
-1;119100;PEARLS;10002;1;9995;25;;;10005;25;;;;;10003.5;918.0
-1;119200;BANANAS;4926;29;;;;;4933;29;;;;;4929.5;535.5625
-1;119200;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;920.0
-1;119300;BANANAS;4925;23;;;;;4932;23;;;;;4928.5;524.6953125
-1;119300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;920.0
-1;119400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;920.0
-1;119400;BANANAS;4925;27;;;;;4932;27;;;;;4928.5;521.453125
-1;119500;BANANAS;4925;27;;;;;4932;27;;;;;4928.5;518.75
-1;119500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;920.0
-1;119600;BANANAS;4925;25;;;;;4932;25;;;;;4928.5;528.9765625
-1;119600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;920.0
-1;119700;BANANAS;4926;25;;;;;4932;2;4933;23;;;4929.0;530.9765625
-1;119700;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;920.0
-1;119800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;920.0
-1;119800;BANANAS;4925;26;;;;;4926;1;4932;26;;;4925.5;525.515625
-1;119900;BANANAS;4926;2;4925;23;;;4930;8;4932;25;;;4928.0;530.8515625
-1;119900;PEARLS;9996;2;9995;23;;;10002;9;10004;2;10005;23;9999.0;920.0
-1;120000;BANANAS;4925;28;;;;;4931;1;4932;27;;;4928.0;518.3984375
-1;120000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;920.0
-1;120100;BANANAS;4925;22;;;;;4931;2;4932;20;;;4928.0;519.8203125
-1;120100;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;920.0
-1;120200;PEARLS;10002;4;9995;23;;;10005;23;;;;;10003.5;920.0
-1;120200;BANANAS;4925;22;;;;;4932;23;;;;;4928.5;520.421875
-1;120300;BANANAS;4925;28;;;;;4930;1;4932;28;;;4927.5;529.7109375
-1;120300;PEARLS;9995;28;;;;;10002;1;10005;28;;;9998.5;928.0
-1;120400;BANANAS;4926;5;4925;28;;;4932;28;;;;;4929.0;529.3359375
-1;120400;PEARLS;9998;5;9995;28;;;10005;28;;;;;10001.5;928.0
-1;120500;BANANAS;4925;29;;;;;4932;29;;;;;4928.5;517.953125
-1;120500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;928.0
-1;120600;PEARLS;9998;10;9996;2;9995;25;10004;2;10005;25;;;10001.0;928.0
-1;120600;BANANAS;4926;10;4925;27;;;4932;27;;;;;4929.0;522.0234375
-1;120700;BANANAS;4926;21;;;;;4932;1;4933;20;;;4929.0;536.78125
-1;120700;PEARLS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;928.0
-1;120800;BANANAS;4926;28;;;;;4932;28;;;;;4929.0;532.4140625
-1;120800;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;930.0
-1;120900;BANANAS;4926;24;;;;;4930;2;4932;24;;;4928.0;533.0
-1;120900;PEARLS;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;930.0
-1;121000;BANANAS;4925;26;;;;;4932;26;;;;;4928.5;527.9140625
-1;121000;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;932.0
-1;121100;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;932.0
-1;121100;BANANAS;4925;21;;;;;4932;21;;;;;4928.5;528.6953125
-1;121200;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;932.0
-1;121200;BANANAS;4925;27;;;;;4932;27;;;;;4928.5;518.2734375
-1;121300;BANANAS;4925;27;;;;;4926;1;4932;27;;;4925.5;526.3046875
-1;121300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;932.0
-1;121400;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;932.0
-1;121400;BANANAS;4926;20;;;;;4933;20;;;;;4929.5;545.3515625
-1;121500;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;932.0
-1;121500;BANANAS;4926;27;;;;;4933;27;;;;;4929.5;538.375
-1;121600;PEARLS;9996;2;9995;29;;;10002;3;10004;2;10005;29;9999.0;934.0
-1;121600;BANANAS;4929;3;4926;31;;;4931;2;4932;2;4933;29;4930.0;540.765625
-1;121700;BANANAS;4931;1;4926;26;;;4932;1;4933;25;;;4931.5;536.7734375
-1;121700;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;934.0
-1;121800;PEARLS;9995;27;;;;;10002;6;10005;27;;;9998.5;934.0
-1;121800;BANANAS;4926;27;;;;;4931;6;4933;27;;;4928.5;539.2890625
-1;121900;PEARLS;10002;1;9996;2;9995;20;10004;2;10005;20;;;10003.0;934.0
-1;121900;BANANAS;4926;22;;;;;4933;22;;;;;4929.5;545.3984375
-1;122000;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;936.0
-1;122000;BANANAS;4927;1;4926;30;;;4931;1;4933;31;;;4929.0;549.640625
-1;122100;BANANAS;4928;9;4927;23;;;4934;23;;;;;4931.0;558.4375
-1;122100;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;936.0
-1;122200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;936.0
-1;122200;BANANAS;4927;28;;;;;4930;1;4934;28;;;4928.5;560.890625
-1;122300;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;936.0
-1;122300;BANANAS;4927;24;;;;;4934;24;;;;;4930.5;562.53125
-1;122400;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;936.0
-1;122400;BANANAS;4928;22;;;;;4935;22;;;;;4931.5;578.421875
-1;122500;PEARLS;9996;2;9995;21;;;10002;6;10004;2;10005;21;9999.0;936.0
-1;122500;BANANAS;4932;4;4929;23;;;4934;6;4936;23;;;4933.0;585.0234375
-1;122600;BANANAS;4934;1;4930;4;4929;24;4936;24;;;;;4935.0;585.2421875
-1;122600;PEARLS;9998;4;9996;1;9995;23;10004;1;10005;23;;;10001.0;936.0
-1;122700;PEARLS;10002;5;9995;21;;;10005;21;;;;;10003.5;936.0
-1;122700;BANANAS;4929;21;;;;;4936;21;;;;;4932.5;585.3125
-1;122800;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;936.0
-1;122800;BANANAS;4929;32;;;;;4930;1;4936;32;;;4929.5;587.3046875
-1;122900;PEARLS;9995;23;;;;;10002;4;10005;23;;;9998.5;936.0
-1;122900;BANANAS;4930;23;;;;;4935;4;4937;23;;;4932.5;594.70703125
-1;123000;BANANAS;4930;27;;;;;4937;27;;;;;4933.5;597.67578125
-1;123000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;936.0
-1;123100;PEARLS;10002;1;10000;3;9995;21;10005;21;;;;;10003.5;936.0
-1;123100;BANANAS;4930;21;;;;;4937;21;;;;;4933.5;597.828125
-1;123200;PEARLS;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;938.0
-1;123200;BANANAS;4930;25;;;;;4937;26;;;;;4933.5;598.14453125
-1;123300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;940.0
-1;123300;BANANAS;4930;21;;;;;4937;21;;;;;4933.5;598.6015625
-1;123400;BANANAS;4930;24;;;;;4936;1;4937;23;;;4933.0;595.36328125
-1;123400;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;940.0
-1;123500;PEARLS;9998;5;9996;2;9995;21;10004;2;10005;21;;;10001.0;940.0
-1;123500;BANANAS;4930;8;4929;21;;;4936;23;;;;;4933.0;591.6171875
-1;123600;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;940.0
-1;123600;BANANAS;4929;30;;;;;4936;30;;;;;4932.5;585.765625
-1;123700;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;940.0
-1;123700;BANANAS;4929;28;;;;;4935;28;;;;;4932.0;583.71875
-1;123800;BANANAS;4929;31;;;;;4936;31;;;;;4932.5;589.3515625
-1;123800;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;940.0
-1;123900;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;940.0
-1;123900;BANANAS;4934;7;4930;1;4929;27;4936;27;;;;;4935.0;589.89453125
-1;124000;PEARLS;10002;1;9995;25;;;10005;25;;;;;10003.5;940.0
-1;124000;BANANAS;4929;25;;;;;4936;25;;;;;4932.5;598.4482421875
-1;124100;PEARLS;9995;28;;;;;9998;3;10005;28;;;9996.5;942.0
-1;124100;BANANAS;4928;28;;;;;4935;28;;;;;4931.5;597.4921875
-1;124200;BANANAS;4928;32;;;;;4934;2;4935;30;;;4931.0;595.275390625
-1;124200;PEARLS;9996;2;9995;30;;;9998;5;10004;2;10005;30;9997.0;948.0
-1;124300;PEARLS;9998;9;9995;23;;;10005;23;;;;;10001.5;958.0
-1;124300;BANANAS;4933;1;4929;9;4928;23;4935;23;;;;;4934.0;595.49609375
-1;124400;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;958.0
-1;124400;BANANAS;4928;24;;;;;4935;24;;;;;4931.5;598.1044921875
-1;124500;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;958.0
-1;124500;BANANAS;4928;23;;;;;4934;2;4935;21;;;4931.0;597.33984375
-1;124600;BANANAS;4927;30;;;;;4934;30;;;;;4930.5;596.6376953125
-1;124600;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;958.0
-1;124700;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;958.0
-1;124700;BANANAS;4928;2;4927;30;;;4934;32;;;;;4931.0;596.4677734375
-1;124800;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;958.0
-1;124800;BANANAS;4927;28;;;;;4934;28;;;;;4930.5;596.8212890625
-1;124900;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;958.0
-1;124900;BANANAS;4928;23;;;;;4934;1;4935;22;;;4931.0;597.109375
-1;125000;BANANAS;4928;27;;;;;4935;27;;;;;4931.5;597.09375
-1;125000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;958.0
-1;125100;PEARLS;9996;1;9995;25;;;9998;5;10004;1;10005;25;9997.0;958.0
-1;125100;BANANAS;4933;1;4928;26;;;4935;26;;;;;4934.0;597.578125
-1;125200;PEARLS;9998;6;9996;2;9995;22;10004;2;10005;22;;;10001.0;968.0
-1;125200;BANANAS;4933;1;4929;6;4928;24;4934;2;4935;22;;;4933.5;599.19140625
-1;125300;BANANAS;4929;6;4928;25;;;4935;25;;;;;4932.0;601.0
-1;125300;PEARLS;9998;6;9995;25;;;10005;25;;;;;10001.5;968.0
-1;125400;BANANAS;4929;2;4928;24;;;4935;26;;;;;4932.0;601.0
-1;125400;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;968.0
-1;125500;BANANAS;4928;26;;;;;4935;26;;;;;4931.5;601.0
-1;125500;PEARLS;9995;26;;;;;9998;1;10005;26;;;9996.5;968.0
-1;125600;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;970.0
-1;125600;BANANAS;4933;10;4928;31;;;4935;31;;;;;4934.0;601.0
-1;125700;PEARLS;9998;2;9996;2;9995;24;10004;2;10005;24;;;10001.0;970.0
-1;125700;BANANAS;4929;4;4928;24;;;4935;26;;;;;4932.0;611.5390625
-1;125800;BANANAS;4929;1;4928;24;;;4933;1;4935;25;;;4931.0;612.83203125
-1;125800;PEARLS;9996;1;9995;24;;;10002;1;10004;1;10005;24;9999.0;970.0
-1;125900;PEARLS;10000;2;9996;1;9995;21;10004;1;10005;21;;;10002.0;970.0
-1;125900;BANANAS;4933;1;4929;1;4928;21;4935;22;;;;;4934.0;612.7890625
-1;126000;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;970.0
-1;126000;BANANAS;4928;22;;;;;4934;2;4935;20;;;4931.0;620.56640625
-1;126100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;970.0
-1;126100;BANANAS;4928;31;;;;;4934;31;;;;;4931.0;623.25390625
-1;126200;BANANAS;4929;3;4928;29;;;4934;29;;;;;4931.5;623.203125
-1;126200;PEARLS;9998;4;9996;2;9995;27;10004;2;10005;27;;;10001.0;970.0
-1;126300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;970.0
-1;126300;BANANAS;4928;23;;;;;4934;1;4935;22;;;4931.0;621.8125
-1;126400;PEARLS;9996;1;9995;30;;;9998;5;10004;1;10005;30;9997.0;970.0
-1;126400;BANANAS;4928;31;;;;;4935;31;;;;;4931.5;618.69921875
-1;126500;PEARLS;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;980.0
-1;126500;BANANAS;4929;4;4928;25;;;4935;27;;;;;4932.0;615.0546875
-1;126600;BANANAS;4929;11;4928;29;;;4935;31;;;;;4932.0;613.0625
-1;126600;PEARLS;9998;10;9996;2;9995;29;10004;2;10005;29;;;10001.0;980.0
-1;126700;PEARLS;9996;2;9995;21;;;9998;2;10004;2;10005;21;9997.0;980.0
-1;126700;BANANAS;4929;23;;;;;4935;23;;;;;4932.0;612.359375
-1;126800;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;984.0
